LAMMPS data file via write_data, version 3 Mar 2020, timestep = 3000000

400 atoms
1 atom types

0.0000000000000000e+00 2.9814239699997195e+01 xlo xhi
0.0000000000000000e+00 2.9814239699997195e+01 ylo yhi
-7.4535599249992990e-01 7.4535599249992990e-01 zlo zhi

Masses

1 1

Atoms # atomic

295 1 3.6374965889824202e+00 1.3132483504682124e+00 -2.5931462071667175e-02 1 -1 0
245 1 4.4835583298624817e+00 5.9349555057425896e-01 -1.3152605547485662e-02 1 0 0
25 1 2.8295475511213191e+00 2.0699140479838780e+00 2.9940517737406476e-02 0 0 0
223 1 2.0706200885576567e+00 2.8750529156844604e+00 6.1114400582517978e-02 1 0 0
228 1 1.4348789560077384e+00 6.2414008822209610e-01 9.0688509028445122e-02 2 0 0
273 1 4.9440880586346880e+00 2.8363548545097519e+00 6.2267948536346381e-02 -1 0 0
222 1 4.1422865454416540e+00 3.6004658129010361e+00 4.7877568120359162e-02 -1 1 0
364 1 1.3401222784848761e+00 3.7174822424215943e+00 2.9378960619335003e-02 0 3 0
395 1 5.7834393022393797e+00 2.1147346926197090e+00 -5.7932044132238548e-02 0 1 0
210 1 6.3334376227823661e+00 4.2855691404033163e+00 3.6830749686377569e-02 1 0 0
224 1 3.3841621577301000e+00 4.4093336418388365e+00 -5.7130102470355409e-02 1 0 0
200 1 5.5323733064737413e+00 5.0506521301629324e+00 -1.9826857466073072e-02 1 1 0
125 1 2.6607180180662517e+00 5.2555663302561850e+00 2.5244492608182930e-03 0 2 0
347 1 6.3254483895656466e-01 4.5747260257246340e+00 -2.3163811046699147e-02 0 0 0
112 1 6.6916916284153338e-01 1.4296323119880654e+00 8.8755878741817340e-02 0 0 0
55 1 6.6486264479446353e+00 1.4109732424932993e+00 -9.0334345409210717e-03 0 -1 0
338 1 7.1749095962178950e+00 3.5582229097821885e+00 -2.0748353345779361e-02 0 -1 0
77 1 8.8660188072988841e+00 2.6968958391919450e+01 2.0528480348934626e-03 1 -2 0
172 1 1.0163307326967844e+01 2.8483666287447470e+01 1.9204075163178857e-02 0 0 0
167 1 7.5282053557625002e+00 7.2858252062574325e-01 -4.4758243044990272e-02 -1 0 0
374 1 8.0407826212574776e+00 2.8582093992667077e+00 4.3921783815546928e-02 0 1 0
106 1 8.9147742693367622e+00 2.1660831260365003e+00 3.9580041464568720e-02 0 0 0
169 1 1.1127958195816555e+01 2.9724851807182469e+00 5.6876754493091292e-02 0 1 0
212 1 1.2004399806664209e+01 2.2877025505532416e+00 -2.8807150617992678e-02 2 0 0
213 1 9.7962483882203326e+00 1.4849829994106289e+00 -2.0927608949829979e-02 -1 0 0
336 1 1.0675804726573531e+01 7.9935369308587911e-01 1.4499235734151076e-03 0 1 0
397 1 1.2884704092431734e+01 1.6002928272735963e+00 -1.8863210025290261e-02 0 0 0
160 1 1.3766035565153494e+01 9.2211678244358397e-01 9.0569249617101819e-02 -1 1 0
342 1 1.0249811114682483e+01 3.6553031039186097e+00 -5.8923835899228815e-03 -1 1 0
174 1 1.3304575704118559e+01 3.8018881105818769e+00 5.1321148446829210e-03 0 -1 0
19 1 1.2426884253891139e+01 4.4814117975501588e+00 -1.0104439654917897e-01 0 0 0
17 1 9.3712052084405872e+00 4.3411444749649917e+00 -3.2076800569699422e-02 0 -1 0
65 1 1.4185282610114085e+01 3.1139149081306581e+00 5.3176030271314692e-02 0 -1 0
166 1 1.1551716636365432e+01 5.1670789803980819e+00 -3.2550990753662745e-02 -1 0 0
277 1 8.5103912522163121e+00 5.0479059551233929e+00 4.1316310671684871e-03 -1 0 0
70 1 1.1553213848247966e+01 1.0881178474906110e-01 2.0386428411254379e-02 -1 0 0
232 1 7.6747334876927775e+00 5.7773813933736626e+00 2.1154624054305758e-02 0 -1 0
396 1 1.0675078906339037e+01 5.8568948550386821e+00 -7.9157970717974747e-03 1 -1 0
57 1 1.4610487187480702e+01 5.3053272836510752e+00 1.7619549789163982e-02 -2 -1 0
155 1 1.4646895931491361e+01 2.3833224535174749e-01 2.8562993116265336e-02 -1 -1 0
370 1 1.3734790167096197e+01 5.9937999579747760e+00 2.9010252448538606e-02 1 0 0
363 1 4.7747198727385189e+00 5.8595249840709203e+00 7.7433271473134641e-02 0 1 0
262 1 1.9568575599104636e+00 6.1166492155243404e+00 -7.6666200802189078e-03 1 -2 0
45 1 3.3503459356336305e+00 7.5674706094160653e+00 3.1654719515722533e-03 0 -1 0
129 1 2.6460213377040178e+00 8.4253325312705414e+00 -5.7614546696445140e-02 0 1 0
85 1 1.9132667704013009e+00 9.2621820026132138e+00 -2.3751398862414612e-02 0 -1 0
199 1 3.9916323899072528e+00 9.9323485141316468e+00 -1.2470026776780038e-02 0 0 0
372 1 4.6991123017372898e+00 9.0775456044268115e+00 -4.3248593449283446e-02 0 0 0
251 1 5.3982423009870839e+00 8.2117671883678245e+00 -1.8512314218219104e-02 -1 0 0
185 1 4.0543502183766700e+00 6.7079599850701603e+00 9.2311270904946507e-02 1 1 0
369 1 1.2512630850045774e+00 6.9735714388414900e+00 -1.8005976950370341e-02 2 1 0
386 1 1.1454193485166291e+00 1.0065795629562473e+01 -4.1311986167604724e-02 1 0 0
343 1 3.2542540418559018e+00 1.0767936432894510e+01 3.5567048532682430e-02 1 0 0
292 1 6.1200410285815181e+00 7.3669862745802028e+00 -5.2651907344212712e-02 0 0 0
157 1 6.0433043388755037e+00 1.0590282786796768e+01 -1.7477439871744480e-02 -1 1 0
270 1 2.4853076753364207e+00 1.1560131972463211e+01 -6.2227527932070786e-02 1 -1 0
355 1 5.3334752753933898e+00 1.1441860505658653e+01 7.0451648663649113e-02 0 1 0
179 1 6.7435139520443528e+00 9.7241557249841879e+00 -2.0114547414225227e-02 1 1 0
127 1 6.8718976305284976e+00 6.5478684988036830e+00 -1.8542975117840105e-03 -1 3 0
234 1 5.2855182576458104e-01 7.8149307675651869e+00 2.5314190165696363e-02 -1 -1 0
47 1 3.3200710318218768e-01 1.0818288990200731e+01 2.0185879572661457e-02 1 0 0
240 1 7.4627973667113139e+00 8.8785214397973640e+00 1.8068792768850563e-02 0 -1 0
198 1 9.8168974866336995e+00 6.5614684376935930e+00 -6.1850968558462165e-02 -1 0 0
144 1 8.2088290719749057e+00 8.0578700556040257e+00 1.4664937519796964e-01 -1 0 0
66 1 8.9842700307144501e+00 7.2984435169438528e+00 -7.9467520391925617e-02 0 -1 0
308 1 1.1127150718342486e+01 8.0754248981703114e+00 -2.0985373767730645e-02 0 0 0
302 1 1.0300329986799314e+01 8.8133921644321660e+00 1.1632023974306616e-02 0 -1 0
353 1 1.1984627151940954e+01 7.3686020143880233e+00 -3.0929905866362423e-02 1 0 0
63 1 1.2858740068171377e+01 6.6727548016566818e+00 -6.6570843039855859e-02 0 0 0
382 1 1.2463285611026647e+01 9.5640583840277671e+00 -1.6817066345974942e-02 1 0 0
10 1 1.3319998854459495e+01 8.8514616505627064e+00 3.3975106245198568e-02 -1 -1 0
79 1 9.5130320790885516e+00 9.5981373568767889e+00 -3.9474538425786014e-02 0 0 0
264 1 8.7735578350947883e+00 1.0421347982677945e+01 1.2012999457033390e-02 2 -1 0
